Palavra;Frequência
equívoco;1
grosseiro.;1
tá;21
bom,;2
lá;29
no;221
interior;2
do;382
brasil,;43
onde;20
não;311
existe;8
a;807
polícia;5
pra;83
gente;71
chamar,;1
eu;285
concordo;2
você;64
possuir;1
uma;194
arma;7
em;175
casa.;6
mas;73
essa;62
frouxidão,;1
acabar;11
com;221
a;807
regulação;1
do;382
exército;1
no;221
sensoriamento;1
de;798
armas;3
e;577
de;798
munições;2
só;53
presta;2
pra;83
reforçar;2
milícia.;1
eu,;7
presidente;52
da;269
república,;16
sou;32
um;205
homem;4
da;269
paz,;5
vou;26
instrumentalizar;1
a;807
polícia;5
federal,;7
que;832
hoje;23
tem;121
11.600;1
homens;4
efetivos;1
apenas;10
na;124
luta;3
pra;83
que;832
nós;201
possamos;3
enfrentar;1
o;804
contrabando;1
de;798
,armas;1
e;577
aí;16
sim;4
a;807
gente;71
vai;85
trazer;10
a;807
paz;3
pro;12
brasil.a;1
próxima;7
a;807
responder;16
é;420
a;807
candidata;29
soraya;21
thronicke.quando;1
a;807
gente;71
fala;15
em;175
armamento,;1
a;807
gente;71
tem;121
falado;4
muito;50
em;175
legítima;3
defesa.;1
as;110
pessoas;44
precisam;5
se;123
defender.;3
e;577
eu;285
confesso:;1
votei,;1
sim;4
sempre,;2
a;807
favor;3
da;269
defesa,;1
da;269
autodefesa,;1
da;269
possibilidade;2
de;798
uma;194
pessoa;9
ter,;2
no;221
meio;11
rural,;1
uma;194
arma;7
pra;83
se;123
defender.;3
mas,;9
acima;5
de;798
tudo,;5
por;123
que;832
é;420
que;832
nós;201
precisamos;33
de;798
tanta;2
legítima;3
defesa?;1
porque;92
a;807
nossa;16
segurança;6
pública;12
tá;21
sucateada.;1
tá;21
muito;50
complicado.;2
eu;285
moro;1
na;124
fronteira.;1
eu;285
sei;17
da;269
dificuldade;2
das;70
pessoas;44
nas;20
fazendas,;1
em;175
todos;54
os;118
lugares.;1
mas;73
acima;5
de;798
tudo,;5
a;807
gente;71
sabe;33
o;804
quanto;8
todas;17
as;110
forças;1
de;798
segurança;6
do;382
nosso;31
país;49
precisam;5
de;798
investimento.;2
precisam;5
de;798
autonomia.;1
no;221
meu;43
governo,;11
eu;285
vou;26
dar;22
autonomia;3
pra;83
polícia;5
federal;8
com;221
mandato;2
ao;55
diretor-geral;1
de;798
dois;23
em;175
dois;23
anos;22
intercalado;1
com;221
o;804
mandato;2
do;382
presidente;52
da;269
república;14
justamente;1
pra;83
não;311
haver;2
interferência;1
nenhuma;4
dentro;12
da;269
segurança.o;1
candidato;61
bolsonaro;14
pediu;9
direito;26
de;798
resposta,;6
mas;73
a;807
comissão;15
negou.a;1
segunda;7
pergunta;37
será;19
feita;3
pela;32
jornalista;12
ana;1
estela;1
de;798
sousa;1
pinto,;1
da;269
folha;10
de;798
s.paulo,;6
por;123
ordem;9
de;798
sorteio,;4
quem;73
responde;3
são;33
os;118
candidatos;28
lula;30
e;577
simone;18
tebet.;6
olá,;2
ana,;1
boa;18
noite.boa;4
noite,;7
candidatos.;10
suas;14
campanhas;1
têm;24
propostas;4
de;798
fortalecimento;1
das;70
mulheres,;13
e;577
acho;13
que;832
esse;77
debate;16
mostrou;1
quanto;8
isso;76
ainda;8
é;420
muito;50
importante;12
no;221
brasil.;36
mas;73
existe;8
uma;194
política;33
de;798
valorização;4
feminina;2
que;832
depende;5
só;53
do;382
presidente;52
da;269
república,;16
que;832
é;420
a;807
escolha;2
de;798
quem;73
vai;85
ocupar;1
os;118
cargos;2
do;382
ministério.;1
os;118
cargos;2
mais;128
importantes;4
do;382
governo.;13
no;221
entanto,;1
desde;4
que;832
a;807
democracia;5
voltou;1
pro;12
brasil,;43
mais;128
de;798
600;6
pessoas;44
já;49
se;123
sentaram;1
numa;8
cadeira;2
de;798
ministro,;2
e;577
só;53
uma;194
ministra;1
mulher;26
pra;83
cada;28
15;7
ministros;5
homens.;2
e;577
isso;76
aconteceu;5
também;35
nos;32
governos;4
dos;48
partidos;4
dos;48
senhores,;1
o;804
pmdb;1
e;577
do;382
pt,;13
que;832
já;49
ocuparam;1
a;807
presidência;13
da;269
república;14
mais;128
de;798
uma;194
vez,;2
e;577
em;175
nenhum;13
desses;4
governos;4
o;804
número;7
de;798
ministras;3
mulheres;24
foi;83
equilibrado.;1
a;807
minha;39
pergunta;37
é:;6
aqui,;11
agora,;17
ao;55
vivo,;1
falando;11
pra;83
todo;25
brasil,;43
os;118
senhores;3
podem;5
se;123
comprometer;2
a;807
preencher;1
com;221
pelo;35
menos;10
metade;3
de;798
ministras;3
mulheres,;13
com;221
ministras;3
mulheres;24
pelo;35
menos;10
metade;3
das;70
vagas;1
do;382
ministério;5
dos;48
senhores?olha,;1
primeiro,;2
eu;285
não;311
sou;32
de;798
assumir;7
compromisso,;3
de;798
me;42
comprometer;2
a;807
fazer;62
metade,;1
a;807
indicar;7
religioso,;2
a;807
indicar;7
mulher,;4
indicar;7
negro,;1
indicar;7
homem.;2
ou;59
seja,;24
você;64
vai;85
indicar;7
as;110
pessoas;44
que;832
têm;24
capacidade;4
pra;83
assumir;7
determinados;1
cargos.;1
eu;285
tenho;27
o;804
orgulho;6
de;798
ter;48
indicado;2
o;804
primeiro;22
negro;1
pra;83
suprema;5
corte.;4
eu;285
tenho;27
o;804
orgulho;6
de;798
ter;48
indicado;2
a;807
cármen;1
lúcia;1
pra;83
suprema;5
corte.;4
e;577
poderia;2
indicar;7
muito;50
mais.;3
pode;22
até;28
ter;48
maioria;7
mulher.;8
o;804
que;832
não;311
dá;9
é;420
pra;83
você;64
assumir;7
o;804
compromisso;4
numericamente.;1
ou;59
seja,;24
você;64
pode;22
ter;48
maioria;7
de;798
mulheres,;13
pode;22
ter;48
maioria;7
de;798
mulheres;24
no;221
congresso,;4
você;64
pode;22
ter;48
maioria;7
de;798
mulheres;24
no;221
senado.;5
eu;285
fui;32
no;221
méxico;1
agora,;17
na;124
câmara;4
dos;48
deputados,;1
as;110
mulheres;24
têm;24
maioria;7
no;221
senado.;5
deus;8
queira;2
que;832
tenha;9
condições;2
de;798
colocar;9
mais;128
da;269
metade;3
pra;83
ser;54
da;269
suprema;5
corte.;4
eu;285
acho;13
que;832
é;420
plenamente;1
possível;5
fazer;62
isso,;26
mas;73
eu;285
não;311
vou;26
assumir;7
compromisso;4
de;798
que;832
eu;285
tenha;9
que;832
ter;48
determinada;1
pessoa;9
obrigatoriamente;1
porque;92
se;123
não;311
for;6
possível,;2
passarei;1
por;123
mentiroso.candidata;1
simone;18
tebet,;5
um;205
minuto;10
para;321
responder.o;1
candidato;61
lula;30
não;311
pode;22
assumir;7
esse;77
compromisso.;2
não;311
quer;13
assumir;7
esse;77
compromisso.;2
mas;73
eu;285
já;49
o;804
fiz.;1
a;807
primeira;23
coisa;22
que;832
fiz;4
quando;42
lancei;1
a;807
minha;39
candidatura,;2
e;577
foi;83
homologada;1
pelo;35
meu;43
partido,;6
foi;83
dizer;33
que;832
o;804
meu;43
ministério;5
será;19
paritário;1
entre;36
homens;4
e;577
mulheres,;13
sim.;4
basta;2
haver;2
competência;3
e;577
experiência;4
administrativa.;1
isso;76
nós;201
sabemos;5
que;832
as;110
mulheres;24
têm.;1
nós;201
temos;51
condições;2
de;798
colocar;9
50%.;1
e;577
mais,;3
nós;201
teremos;1
participação;3
de;798
negros.;2
mas;73
há;20
um;205
terceiro;3
requisito;1
que;832
eu;285
divirjo;1
do;382
ex-presidente.;1
o;804
meu;43
ministério;5
terá;5
paridade;1
de;798
mulheres;24
e;577
homens.;2
terá;5
negros.;2
mas;73
não;311
terá;5
ninguém;9
envolvido;2
em;175
escândalo;7
de;798
corrupção,;9
mesmo;21
que;832
seja;14
do;382
meu;43
partido,;6
que;832
esteja;1
envolvido;2
em;175
escândalos;2
de;798
corrupção,;9
não;311
será;19
ministro;7
de;798
estado.agora,;1
eu;285
vou;26
fazer;62
a;807
terceira;1
pergunta,;10
que;832
é;420
endereçada;1
aos;18
candidatos;28
felipe;14
d'ávila;4
e;577
jair;19
bolsonaro.;10
e;577
eu;285
quero;43
falar;19
sobre;19
mulheres,;13
também.;4
porque;92
a;807
cada;28
dez;6
minutos,;3
no;221
brasil,;43
uma;194
mulher;26
é;420
estuprada.;1
e;577
a;807
cada;28
sete;1
minutos,;3
uma;194
mulher;26
é;420
vítima;2
de;798
feminicídio.;1
é;420
algo;10
muito;50
grave;4
que;832
acontece;6
no;221
nosso;31
país;49
e;577
a;807
gente;71
sabe;33
que;832
há;20
uma;194
queda;1
nos;32
investimentos;3
de;798
políticas;5
públicas;5
voltadas;3
para;321
as;110
mulheres.;16
dados;4
do;382
instituto;1
de;798
estudos;1
socioeconômicos;1
(inesc);1
revelam;1
que;832
houve;8
um;205
corte;2
no;221
orçamento;14
de;798
33%;1
nas;20
políticas;5
públicas;5
voltadas;3
às;6
mulheres;24
neste;12
ano.;4
eu;285
gostaria;14
de;798
saber;10
o;804
que;832
será;19
feito;7
no;221
seu;41
governo;56
para;321
reduzir;4
esses;12
números.;4
o;804
candidato;61
felipe;14
d'ávila;4
começa,;2
tem;121
um;205
minuto;10
para;321
a;807
sua;37
resposta.bom,;1
parte;7
disso;3
é;420
a;807
impunidade;2
no;221
brasil,;43
que;832
é;420
uma;194
coisa;22
que;832
nós;201
precisamos;33
combater;5
com;221
a;807
justiça;1
que;832
faça;3
a;807
lei;10
ser;54
cumprida.;1
segundo,;2
precisamos;33
replicar;1
as;110
boas;3
experiências;2
existentes.;1
por;123
exemplo,;10
a;807
polícia;5
maria;2
da;269
paz,;5
uma;194
força;2
importante;12
que;832
vem;12
aumentando;2
brutalmente;1
as;110
mulheres;24
que;832
têm;24
coragem;3
de;798
denunciar;1
estupro.;1
nós;201
temos;51
que;832
aproveitar;4
as;110
boas;3
experiências;2
de;798
política;33
pública;12
voltadas;3
para;321
combater;5
crimes;1
dessa;7
natureza.;1
portanto,;17
o;804
que;832
o;804
brasil;111
precisa;15
fazer;62
não;311
é;420
inventar;3
mais;128
política;33
pública.;9
é;420
fazer;62
cumprir;4
a;807
lei,;2
combater;5
a;807
impunidade;2
e;577
aproveitar;4
excelentes;1
exemplos;1
como;84
é;420
o;804
caso;17
da;269
força;2
da;269
maria;2
da;269
paz.;2
por;123
que;832
isso?;3
porque;92
se;123
nós;201
ficarmos;1
toda;4
hora;6
inventando;1
política;33
pública;12
nova;1
e;577
não;311
fazendo;9
cumprir;4
a;807
lei,;2
o;804
brasil;111
não;311
evolui.;1
nós;201
precisamos;33
ter;48
um;205
princípio;2
literal;1
fundamental:;1
a;807
lei;10
tem;121
que;832
ser;54
igual;1
e;577
valer;1
para;321
todos.candidato;2
jair;19
bolsonaro,;13
o;804
senhor;38
tem;121
um;205
minuto.os;1
números;9
têm;24
demonstrado;1
que,;20
desde;4
quando;42
assumi,;1
o;804
número;7
de;798
mortes;2
violentas,;1
incluindo;1
arma;7
de;798
fogo,;1
obviamente,;3
tem;121
diminuído;3
no;221
brasil.;36
e;577
nesse;27
universo,;1
que;832
tem;121
diminuído;3
o;804
número;7
de;798
vítimas;1
no;221
brasil,;43
estão;26
as;110
mulheres.;16
uma;194
política;33
universal;1
que;832
atinge;1
a;807
todo;25
mundo.;7
ao;55
você;64
valorizar;1
as;110
mulheres,;13
você;64
diminui;1
a;807
violência,;1
como,;2
por;123
exemplo,;10
a;807
titulação;2
de;798
terras,;1
auxílio;23
emergencial,;2
entre;36
outras;9
medidas.;1
a;807
questão;19
do;382
voluntariado;1
também;35
praticado;1
pela;32
primeira-dama,;1
cada;28
vez;11
mais;128
conversando,;1
de;798
fato,;3
com;221
as;110
mulheres.;16
estamos;15
no;221
caminho;1
certo,;2
não;311
temos;51
que;832
inventar;3
mais;128
políticas.;2
se;123
aparecer;1
boas;3
políticas,;1
vamos;51
adotá-las.;1
agora,;17
não;311
tem;121
que;832
se;123
inventar,;1
a;807
solução;5
está;75
aí.;4
o;804
meu;43
governo;56
tem;121
mostrado,;1
na;124
prática,;2
que;832
o;804
número;7
de;798
mulheres;24
mortas;1
e;577
violentadas;1
têm;24
diminuído.essa;1
foi;83
a;807
última;4
resposta;16
dessa;7
rodada.;1
a;807
partir;5
de;798
agora,;17
cada;28
candidato;61
terá;5
dois;23
minutos;10
para;321
as;110
suas;14
considerações;8
finais.a;1
ordem;9
agora;26
será;19
invertida;2
em;175
relação;9
ao;55
início;3
do;382
debate.;6
portanto,;17
quem;73
começa;7
com;221
as;110
considerações;8
finais;2
é;420
o;804
candidato;61
ciro;24
gomes.;5
o;804
senhor;38
tem;121
dois;23
minutos.eu;2
quero;43
agradecer,;1
antes;5
de;798
mais;128
nada,;2
a;807
você,;7
meu;43
irmão;1
e;577
minha;39
irmã,;1
que;832
ficaram;2
até;28
essa;62
hora,;2
muitos;13
não;311
tinham;2
sequer;5
condição;3
de;798
ficar;12
porque;92
tem;121
que;832
ir;5
para;321
a;807
batalha;1
da;269
vida.;3
e;577
preciso;15
agradecer;10
a;807
você,;7
porque;92
é;420
assim;14
que;832
nós;201
vamos;51
achar;2
juntos;2
a;807
saída;1
para;321
a;807
mais;128
profunda,;1
grave,;2
complexa;1
e;577
renitente;1
crise;2
econômica;10
da;269
nossa;16
história.;1
quero;43
agradecer;10
aos;18
ilustres;2
opositores,;1
a;807
oportunidade;16
de;798
debater;2
e;577
aprender;3
consigo.;1
e;577
dizer;33
a;807
cada;28
um,;1
e;577
cada;28
uma;194
de;798
vocês,;2
a;807
minha;39
luta;3
não;311
é;420
contra;37
nenhum;13
deles;3
pessoalmente.;1
por;123
mais;128
que;832
a;807
gente;71
tenha;9
que;832
explicar;1
as;110
nossas;7
diferenças,;2
a;807
minha;39
luta;3
é;420
contra;37
o;804
modelo;9
econômico,;4
que;832
é;420
o;804
mesmo,;4
rigorosamente,;1
há;20
25,;1
30;7
anos;22
no;221
brasil.;36
que;832
montou;2
uma;194
máquina;5
perversa;2
de;798
transferir;1
renda;17
de;798
quem;73
produz;2
e;577
de;798
quem;73
trabalha;1
para;321
você,;7
para;321
o;804
setor;9
financeiro.;1
é;420
uma;194
coisa;22
absurda.;1
nos;32
últimos;7
12;2
meses,;2
o;804
brasil;111
pagou;1
r$;59
500;4
bilhões;12
de;798
juros.;2
só;53
para;321
você;64
ter;48
uma;194
ideia,;2
tudo;16
que;832
gastou;1
em;175
saúde,;6
educação;35
e;577
segurança;6
não;311
chega;15
a;807
300;2
bilhões.;4
eu;285
peço;4
a;807
oportunidade;16
para;321
mudar;14
isso.;11
e;577
para;321
mudar;14
também;35
o;804
modelo;9
de;798
governança;5
política;33
do;382
brasil.;36
se;123
você;64
olhar,;2
é;420
deprimente;1
um;205
país;49
como;84
o;804
nosso;31
ficar;12
discutindo;4
quem;73
é;420
mais;128
corrupto,;1
quem;73
é;420
menos;10
corrupto.;1
que;832
contradição;4
de;798
corrupção.;4
nós;201
precisamos;33
banir,;1
porque;92
a;807
corrupção;22
não;311
é;420
uma;194
maldade;2
da;269
alma;3
de;798
nenhum;13
deles.;1
a;807
corrupção;22
é;420
uma;194
prostração;1
moral,;3
que;832
todos;54
eles;12
fizeram;4
um;205
modelo;9
de;798
governança;5
política;33
em;175
que;832
a;807
ideia;2
de;798
que;832
você;64
só;53
vai;85
governar;4
se;123
tiver;2
sustentação;1
no;221
congresso,;4
se;123
transformar;6
a;807
presidência;13
da;269
república;14
à;49
testa;2
de;798
ferro;1
de;798
roubalheira.;1
eu;285
lhe;3
peço,;2
com;221
muita;10
humildade,;1
em;175
nome;11
do;382
seu;41
filho,;1
em;175
nome;11
dos;48
pobres;5
do;382
brasil,;43
de;798
todos;54
os;118
trabalhadores,;1
me;42
dê;2
uma;194
oportunidade.;2
é;420
a;807
quarta;1
vez;11
que;832
sou;32
candidato.;9
minha;39
paixão;2
não;311
se;123
abateu;1
em;175
nenhuma,;2
porque;92
o;804
amor;5
da;269
minha;39
vida;16
é;420
o;804
brasil.;36
o;804
sentido;2
moral;4
da;269
minha;39
vida;16
é;420
lutar;1
para;321
mudar;14
o;804
brasil.;36
eu;285
quero;43
um;205
lugar;3
na;124
história;7
de;798
quem;73
mudou;2
o;804
brasil;111
e;577
deu;10
oportunidade;16
de;798
crescer.;8
e;577
dignidade;10
para;321
todos.candidato;2
lula,;11
dois;23
minutos;10
para;321
suas;14
considerações;8
finais.olha,;1
eu;285
queria;11
terminar;3
essa;62
participação;3
nesse;27
debate;16
me;42
solidarizando;1
à;49
senadora;12
simone;18
e;577
à;49
jornalista;12
que;832
foi;83
agredida.;1
a;807
segunda;7
coisa;22
é;420
dizer;33
para;321
vocês;14
que;832
eu;285
fui;32
procurar;2
um;205
companheiro;2
com;221
a;807
experiência;4
de;798
16;2
anos;22
de;798
governo;56
de;798
são;33
paulo;2
para;321
me;42
ajudar;6
a;807
governar;4
esse;77
país.;15
eu;285
sei;17
o;804
que;832
fiz,;1
sei;17
o;804
que;832
vou;26
fazer;62
e,;17
por;123
isso,;26
eu;285
não;311
entro;2
no;221
campo;1
da;269
promessa;3
fácil;1
porque;92
eu;285
sei;17
como;84
é;420
difícil.;1
o;804
meu;43
amigo;1
ciro;24
se;123
esquece;4
de;798
dizer;33
que,;20
quando;42
cheguei;2
na;124
presidência;13
da;269
república,;16
o;804
juro;3
estava;16
26%;1
e;577
deixei;4
com;221
10%.;1
ele;42
esquece;4
de;798
dizer;33
que;832
a;807
inflação;6
estava;16
com;221
12%;2
nós;201
deixamos;2
com;221
5%.;1
ele;42
esquece;4
de;798
dizer;33
que;832
o;804
desemprego;5
era;27
12%;2
e;577
nós;201
deixamos;2
com;221
22;2
milhões;41
de;798
empregos.;2
tive;4
o;804
prazer;4
de;798
indicar;7
a;807
primeira;23
mulher;26
candidata;29
à;49
presidência;13
da;269
república,;16
que,;20
quando;42
deixou;5
o;804
mandato,;3
deixou;5
o;804
mandato,;3
em;175
2014,;1
quando;42
venceu;1
o;804
primeiro;22
mandato,;3
o;804
desemprego;5
era;27
apenas;10
4.5%,;1
padrão;8
finlândia,;1
padrão;8
noruega.;1
e;577
depois,;4
o;804
eduardo;3
cunha;1
e;577
o;804
aécio;1
neves,;1
juntos,;1
no;221
congresso;7
nacional,;6
resolveram;1
preparar;1
o;804
golpe,;1
que;832
culminou;1
com;221
o;804
desastre.;1
porque;92
aqui;35
se;123
fala;15
do;382
governo;56
da;269
dilma,;2
mas;73
ninguém;9
falou;6
do;382
golpe;1
que;832
a;807
dilma;2
sofreu,;2
em;175
2016.;1
ninguém;9
falou;6
que;832
derrubaram;1
uma;194
mulher;26
por;123
causa;5
de;798
uma;194
pedalada,;1
e;577
não;311
se;123
derruba;1
um;205
cara;4
por;123
causa;5
de;798
uma;194
motociata.;1
ou;59
seja,;24
este;9
país;49
vai;85
fazer;62
o;804
julgamento;1
histórico;3
da;269
presidente;52
dilma,;2
e;577
eu;285
estou;22
muito;50
tranquilo;1
porque;92
eu;285
pensei;1
falar;19
de;798
obras;2
públicas;5
que;832
eu;285
fiz;4
aqui,;11
mas;73
eu;285
tão;6
medíocre;1
o;804
brasil;111
de;798
obras;2
hoje;23
que;832
não;311
vou;26
falar;19
para;321
não;311
humilhar;1
quem;73
está;75
governando;1
o;804
brasil.o;1
candidato;61
jair;19
bolsonaro;14
tem;121
agora;26
dois;23
minutos;10
para;321
as;110
suas;14
considerações;8
finais.deus,;1
pátria,;2
família;5
e;577
liberdade.;1
desculpem;1
os;118
demais;3
candidatos,;8
mas;73
está;75
polarizada;1
as;110
eleições.;2
quem;73
o;804
ex-presidiário;2
apoiou;7
no;221
passado?;1
apoiou;7
chaves,;1
apoiou;7
maduro.;1
para;321
onde;20
foi;83
a;807
venezuela?;1
hoje,;17
recebemos;1
mais;128
de;798
500;4
pessoas;44
por;123
dia,;2
lá;29
em;175
pacaraima,;1
fugindo;1
da;269
fome,;4
da;269
miséria,;3
da;269
violência.;1
pesando;1
em;175
média;6
15;7
quilos;1
a;807
menos.;4
e;577
o;804
lula;30
apoiou;7
essas;11
candidaturas.;1
olha;1
para;321
onde;20
está;75
indo;6
a;807
economia;23
da;269
nossa;16
argentina.;2
o;804
presidente;52
da;269
argentina,;1
antes;5
de;798
ser;54
presidente,;4
visitou;1
o;804
lula,;11
em;175
curitiba,;1
na;124
cadeia.;1
e;577
o;804
lula;30
apoiou;7
ele;42
na;124
argentina.;2
hoje,;17
40%;1
da;269
população;9
da;269
argentina;1
está;75
na;124
linha;5
da;269
miséria.;2
lula;30
apoiou;7
o;804
presidente;52
do;382
chile;1
também,;7
o;804
mesmo;21
que;832
praticava;1
atos;1
de;798
tocar;3
fogo;2
em;175
metrôs;1
lá;29
no;221
chile.;1
para;321
onde;20
está;75
indo;6
o;804
nosso;31
chile?;1
lula;30
apoiou;7
também;35
petro,;1
na;124
colômbia.;1
medidas;1
dele:;1
liberação;5
de;798
drogas,;3
liberação;5
de;798
presos.;1
para;321
onde;20
está;75
indo;6
a;807
nossa;16
colômbia?;1
também,;7
o;804
nosso;31
prezado;1
presidente;52
lula;30
apoiou,;1
na;124
nicarágua,;1
ortega,;1
que;832
agora;26
persegue;1
cristãos,;1
prende;1
padres,;1
expulsa;1
freiras.;1
uma;194
perseguição;1
religiosa;2
sem;28
tamanho.;1
e;577
quando;42
ele;42
é;420
questionado;1
sobre;19
isso,;26
ele;42
diz:;1
"""não";2
devemos;4
meter;1
o;804
nariz;1
em;175
outros;3
"países"".";1
o;804
que;832
vai;85
acontecer;1
com;221
o;804
nosso;31
brasil;111
se;123
esse;77
ex-presidiário;2
voltar;19
para;321
a;807
cena;1
do;382
crime,;1
juntamente;1
com;221
geraldo;1
alckmin,;1
um;205
homem;4
religioso,;2
católico,;2
mas;73
que;832
resolveu;2
cantar;1
internacional;4
socialista?;1
é;420
a;807
união;8
de;798
tudo;16
o;804
que;832
não;311
presta;2
no;221
brasil.;36
nós;201
não;311
merecemos;2
isso;76
para;321
a;807
nossa;16
pátria.pela;1
ordem,;2
quem;73
faz;22
agora;26
as;110
suas;14
considerações;8
finais;2
é;420
a;807
candidata;29
simone;18
tebet.;6
o;804
candidato;61
lula;30
pediu;9
direito;26
de;798
resposta,;6
e;577
a;807
comissão;15
vai;85
analisar.lamentável.;1
lamentável,;1
no;221
país;49
da;269
fome,;4
da;269
miséria,;3
do;382
desemprego,;1
do;382
desespero,;1
do;382
desalento,;2
termos;3
dois;23
candidatos;28
falando;11
do;382
passado,;4
alimentando;2
ódio,;4
dividindo;3
as;110
famílias;9
e;577
polarizando;1
o;804
brasil.;36
o;804
brasil;111
é;420
muito;50
maior;24
que;832
lula;30
e;577
bolsonaro.;10
o;804
brasil;111
pertence;1
aos;18
quase;6
215;1
milhões;41
de;798
brasileiros.;4
triste;4
o;804
brasil;111
que;832
tem;121
que;832
escolher;3
entre;36
o;804
escândalo;7
do;382
petrolão;1
e;577
do;382
mensalão;1
do;382
pt;23
e;577
o;804
escândalo;7
de;798
corrupção;22
da;269
educação;35
e;577
do;382
orçamento;14
secreto;2
do;382
atual;8
governo.;13
mas;73
nós,;11
nós;201
vamos;51
fazer;62
diferente.;3
nós;201
vamos;51
colocar;9
as;110
pessoas;44
em;175
primeiro;22
lugar.;3
nós;201
vamos;51
diminuir;8
a;807
desigualdade;1
social;2
e;577
a;807
miséria,;3
acabar;11
com;221
a;807
fome.;3
para;321
isso,;26
nós;201
não;311
vamos;51
estar;10
sozinhos.;1
nós;201
vamos;51
combater;5
a;807
discriminação;1
na;124
sua;37
totalidade;1
e;577
vamos;51
impedir;2
retrocessos;1
no;221
brasil.;36
vou;26
contar;2
com;221
a;807
ajuda;2
valorosa;1
da;269
minha;39
vice-presidente;1
da;269
república;14
mara;2
gabrilli,;1
uma;194
mulher;26
tetraplégica;1
há;20
28;1
anos,;13
se;123
tornou;1
senadora;12
da;269
república;14
e;577
sabe;33
como;84
fazer.;4
mara;2
querida,;1
simone;18
e;577
mara,;2
juntas,;3
nós;201
vamos;51
reconstruir;1
o;804
brasil;111
de;798
verdade.;4
eu;285
tenho;27
experiência;4
política,;10
eu;285
sou;32
ficha;1
limpa,;1
eu;285
sou;32
mãe.;1
eu;285
e;577
mara,;2
juntas,;3
com;221
alma;3
de;798
uma;194
mulher;26
e;577
coração;5
de;798
uma;194
mãe,;2
nós;201
vamos;51
resolver;9
definitivamente;3
os;118
problemas;9
das;70
pessoas.;11
comida;3
mais;128
barata,;2
educação;35
e;577
saúde;8
de;798
qualidade,;2
emprego;15
e;577
renda;17
para;321
as;110
pessoas.;11
fui;32
prefeita;1
duas;11
vezes,;7
reeleita;1
com;221
76%;1
dos;48
"votos;";1
fui;32
vice-governadora,;1
fui;32
deputada;1
estadual,;1
hoje;23
sou;32
senadora;12
da;269
república.;6
sou;32
advogada;1
e;577
sou;32
professora.;2
quero;43
dizer;33
que;832
o;804
brasil,;43
o;804
brasil;111
